idiom,pinyin,explanation,originate,example,pyorder,frequency
甘之如饴,gān  zhī  rú  yí,甘：甜；饴：麦芽糖浆。感到象糖那样甜。指为了从事某种工作，甘愿承受艰难、痛苦。,宋·文天祥《正气歌》诗：“鼎镬甘如饴，求之不可得。”,背书背不出，“老师”往往大发娇嗔，自然骂得人下不了台，而张曜～。（高阳《清宫外史》上册）,gzry,334
高出一筹,gāo  chū  yī  chóu,筹：筹码。比别人高出一个筹码。指比别人高明一些。,,孙文慨然道：“公系我国的政治家，一切设施，比文等～，文亦不必参议。”（清·李宝嘉《官场现形记》第十五回）,gcyc,334
滑天下之大稽,huá  tiān  xià  zhī  dà jī,强调事情非常滑稽可笑（带讽刺意味）。,,不但唱工，单是黑头涎脸扮丑角，丑角挺胸学黑头，戏场上只见白鼻子的和黑脸孔的丑角多起来，也就～。（鲁迅《花边文学·小品文的,htxj,334
狂妄自大,kuáng  wàng  zì  dà,狂妄：极端的自高自大。指极其放肆，自高自大，自中无人。,《旧唐书·皇甫榑传》：“执谊，叔文乘时多僻，而欲斡运六合，斟酌万几；……而狂妄之甚也。”,,kwzd,334
臭味相投,xiù  wèi  xiāng  tóu,臭味：气味；相投：互相投合。彼此的思想作风、兴趣等相同，很合得来（常指坏的）。,《左传·襄公八年》：“今譬于草木，寡君在君，君之臭味也。汉·蔡邕《玄文先生李休碑》：“凡其亲昭朋徒、臭味相与，大会而葬之。”,两情不谋而合，况是彼此熟识，一经会面，～，当即互相借重，定名为请愿联合会。（蔡东藩、许廑父《民国通俗演义》第四八回）,xwxt,334
凡夫俗子,fán  fū  sú  zǐ,泛指平庸的人。,,瞧我这～，不能交通神明，所以梦都没有一个儿。（清·曹雪芹《红楼梦》第一０九回）,ffsz,333
祸从口出,huò  cóng  kǒu  chū,灾祸从口里产生出来。指说话不谨慎容易惹祸。,晋·傅玄《口铭》：“病从口入，祸从口出。”,在这样“～”之秋，给自己也辩护得周到一点罢。（鲁迅《华盖集续编·再来一次》）,hckc,333
苦心孤诣,kǔ  xīn  gū  yì,指苦心钻研，到了别人所达不到的地步。也指为寻求解决问题的办法而煞费苦心。,清·翁方纲《复初斋文集·格调论下》：“今且勿以意匠之独运者言之，且勿以苦心孤诣戛戛独造者言之，公且以效古之作若规仿格调者言之。”,～地运动着做了一次大总统，后来被人赶跑了，跑向天津。（郭沫若《革命春秋·创造十年》）,kxgy,333
破绽百出,pò  zhàn  bǎi  chū,比喻说话做事漏洞非常多。,,他的话～，十分可疑。,pzbc,333
探头探脑,tàn  tóu  tàn  nǎo,探：头或上体向前伸出。伸着头向左右张望。形容鬼鬼祟祟的探望。,明·施耐庵《水浒全传》第四十五回：“却好交五更时候，只见那个头陀挟着木鱼，来巷口探头探脑。”,,tttn,333
九天揽月,jiǔ  tiān  lǎn  yuè,揽：采摘。到天的最高处去摘月。常形容壮志豪情。,唐·李白《宣州谢眺楼饯别校书叔云》诗：“俱怀逸兴壮思飞，欲上青天揽明月。”,可上～，可下五洋捉鳖。（毛泽东《水调歌头·重上井冈山》词）,jtly,332
身体发肤,shēn  tǐ  fà  fū,本指身躯、四肢、须发、皮肤，后亦泛指自己身体的全部，自身。,《孝经·开宗明义》：“身体发肤，受之父母，不敢毁伤，孝之始也。”,,stff,332
缠绵悱恻,chán  miàn  fěi  cè,旧时形容内心痛苦难以排解。也指文章感情婉转凄凉。,晋朝·潘岳《寡妇赋》：“思缠绵以瞀乱兮，心摧伤以怆恻。”,他是个忠臣，而且是个～的忠臣。（朱自清《经典常谈·辞赋》）,cmfc,331
月黑风高,yuè  hēi  fēng  gāo,比喻没有月光风也很大的夜晚。比喻险恶的环境。,元·元怀《拊掌录》：“欧阳公与人行令，各作诗两句，须犯徒以上罪者……一云：‘月黑杀人夜，风高放火天。’”,遇上～的晚上，飞砂走石，满地乱滚，长城就在咬牙切齿骂人了。（杨朔《秋风萧瑟》）,yhfg,331
欢喜冤家,huān  xǐ  yuān  jiā,表示又爱又恨的意思。小说戏曲中多用作对情人或儿女的亲热称呼。,元·童童学士《新水令·念远》：“生也因他，死也因他，恩爱人儿，冤家。”,,hxyj,330
如泣如诉,rú　qì　rú　sù,好象在哭泣，又象在诉说。形容声音悲切。,宋·苏轼《前赤壁赋》：“其声呜呜然，如怨如慕，如泣如诉。”,风声～，墓地凄然悲凉。（冯德英《迎春花》第十九章）,rqrs,330
山高水长,shān  gāo  shuǐ  cháng,象山一样高耸，如水一般长流。原比喻人的风范或声誉象高山一样永远存在。后比喻恩德深厚。,唐·刘禹锡《望赋》：“龙门不见兮，云雾苍苍。乔木何许兮，山高水长。”,云山苍苍，江水泱泱。先生之风，～。（宋·范仲淹《严先生祠堂记》）,sgsc,330
十拿九稳,shí  ná  jiǔ  wěn,比喻很有把握。,明·阮大铖《燕子笺·购幸》：“此是十拿九稳，必中的计较。”,他的学习成绩非常好，考大学应当是～的事。,snjw,330
恬不知耻,tián  bù  zhī  chǐ,做了坏事满不再乎，一点儿也不感到羞耻。,唐·冯贽《云仙杂记》卷八：“倪芳饮后，必有狂怪，恬然不耻。”宋·吕祖谦《左氏博议·卫礼至为铭》：“卫礼至行险，侥幸而取其国，恬不知耻，反勒其功于铭，以章示后。”,“打这个～的走狗！”台下一片激怒的喊声，还是震动了台上的胡博士。（杨沫《青春之歌》第四十三章）,tbzc,329
鞍前马后,ān  qián  mǎ  hòu,马前马后。指追随左右。,,～跟你跑，出生入死为你干。（王树元《杜鹃山》第五场）,aqmh,328
满面春风,mǎn  miàn  chūn  fēng,比喻人喜悦舒畅的表情。形容和蔼愉快的面容。,宋·程节斋《沁园春》词：“满面春风，一团和气，发露胸中书与诗。”,只见路旁走过两个老者，都是鹤发童颜，～，举止大雅。（清·李汝珍《镜花缘》第十一回）,mmcf,328
长吁短叹,cháng  xū  duǎn  tàn,吁：叹息。长一声、短一声不住地叹气。形容发愁的神情。,《乐府群珠·无名氏＜金字经＞》：“短叹长吁三两声。”,少可有一万声～ ，五千遍捣枕槌床。（元·王实甫《西厢记》一本二折）,cxdt,327
大而无当,dà  ér  wú  dàng,当：底。虽然大，却无底。原指大得无边际。后多用作表示大得不切合实际、不合用。,《庄子·逍遥游》：“肩吾问于连叔曰：‘吾闻言于接舆，大而无当，往而不返，吾惊怖其言，犹河汉而无极也。’”,订计划要切合实际，不要～。,dewd,327
飞沙走石,fēi  shā zǒu  shí,沙土飞扬，石块滚动。形容风势狂暴。,《三国志·吴志·陆凯传》：“苍梧、南海，岁有风瘴气之害，风则折木，飞沙转石，气则雾郁，飞鸟不经。”,尤窍怒号天噫气，～乱伤人。（明·吴承恩《西游记》第二十八回）,fszs,327
养痈遗患,yǎng  yōng  yí  huàn,留着毒疮不去医治，就会成为后患。比喻纵容包庇坏人坏事，结果会遭受祸害。,《后汉书·冯衍传》李贤注引冯衍《与妇弟任武达书》：“养痈长疽，自生祸殃。”,博善化之虚名，溃败决裂乃至此，～，我之谓也夫。（清·纪昀《阅微草堂笔记·槐西杂志一》）,yyyh,327
振臂一呼,zhèn  bì  yī  hū,振：挥动。挥动手臂呼喊（多用在号召）。,汉·李陵《答苏武书》：“然陵振臂一呼，创病皆起。”,此话甚有道理。目前百姓生活于水深火热之中，朝不保夕，只要有人～，谁不揭竿而起。（姚雪垠《李自成》）,zbyh,327
夜不闭户,yè  bù  bì  hù,户：门。夜里睡觉不用闩上门。形容社会治安情况良好。,《礼记·礼运》：“是故谋闭而不兴，盗窃乱贼而不作，故外户而不闭，是谓大同。”,两川之民，忻乐太平，～，路不拾遗。（明·罗贯中《三国演义》第八十七回）,ybbh,326
蝇营狗苟,yíng  yíng  gǒu  gǒu,比喻为了追逐名利，不择手段，象苍蝇一样飞来飞去，象狗一样的不识羞耻。,唐·韩愈《送穷文》：“蝇营狗苟，驱去复返。”,,yygg,326
自我表现,zì  wǒ  biǎo  xiàn,显示或宣扬自己的优点，使自己突出。,,,zwbx,326
悬崖峭壁,xuán  yá  qiào  bì,峭壁：陡直的石壁。形容山势险峻。,明·施耐庵《水浒全传》第八十六回：“四面尽是高山，左右是悬崖峭壁，只见高山峻岭，无路可登。”,,xyqb,325
真金不怕火炼,zhēn  jīn  bù  pà  huǒ  liàn,比喻品质好、意志坚强的人经得起任何考验。,,～，中国人民解放军战士经过血与火的考验，更加英勇无畏了。,zjbl,325
百年难遇,bǎi  nián  nán  yù,百年也碰不到。形容罕见或很不容易碰到。,,,bnny,324
怵目惊心,chù  mù  jīng  xīn,看见某种严重情况，心里感到震惊。,唐·韩愈《昌黎集·贞曜先生墓志铭》：“及其为诗，刿目怵心。”,你记得复辟与龙旗的不可分离性，你便会原谅我看见“龙凤”二字而不禁～的苦衷了。（闻一多《龙凤》）,cmjx,324
睹物思人,dǔ  wù  sī  rén,睹：看；思：思念。看见死去或离别的人留下的东西就想起了这个人。,唐·裴铏《传奇·颜睿》：“贵妃赠辟（避）尘犀簪一枚，曰：‘异日睹物思人。’”,俗语说：“～”，天下的水总归一源，不拘那里的水舀一碗，看着哭去，也就尽情了。（清·曹雪芹《红楼梦》第四十四回）,dwsr,324
坚强不屈,jiān  qiáng  bù  qū,屈：屈服。坚韧、刚毅，毫不屈服。,《荀子·法行》：“坚强而不屈，义也。”,,jqbq,324
蛮横无理,mán  hèng  wú  lǐ,态度粗暴，不讲道理。,,,mhwl,324
明日黄花,míng  rì  huáng  huā,黄花：菊花。原指重阳节过后逐渐萎谢的菊花。后多比喻过时的事物或消息。,宋·苏轼《九日次韵王巩》诗：“相逢不用忙归去，明日黄花蝶也愁。”,过时之物，曰～。（宋·胡继宗《书言故事·花木类》）,mrhh,324
鸟枪换炮,niǎo  qiāng  huàn  pào,形容情况或条件有很大的好转。,,,nqhp,324
迂回曲折,yū  huí  qū  zhé,迂回：回旋，环绕。弯弯曲曲，绕来绕去。常比喻事物发展的曲折性。,,打破“围剿”的过程往往是～的，不是径情直遂的。（毛泽东《中国革命战争的战略问题》）,yhqz,324
来而不往非礼也,lái  ér  bù  wǎng  fēi  lǐ  yě,表示对别人施加于自己的行动将作出反应。,《礼记·曲礼上》：“往而不来，非礼也；来而不往，亦非礼也。”,,leby,323
杀气腾腾,shā  qì  téng  téng,杀气：凶恶的气势；腾腾：气势旺盛的样子。形容充满了要杀人的凶狠气势。,元·无名氏《气英布》第四折：“杀气腾腾蔽远空，一声传语似金钟，两家赌战分成败，只在来人启口中。”,监狱内～，突然充满了火药气味。（杨沫《青春之歌》第一部第七章）,sqtt,323
夙兴夜寐,sù  xīng  yè  mèi,夙：早；兴：起来；寐：睡。早起晚睡。形容勤奋。,《诗经·魏风·氓》：“夙兴夜寐，靡有朝矣。”,可怜数载宫闱，克勤克俭，～，何敢轻为妄作，有黍姆训。（明·许仲琳《封神演义》第七回）,sxym,322
顽固不化,wán  gù  bù  huà,化：改变。坚持错误，不肯改悔。,,说我～，为游击主义翻案；蔑视中央，搅乱军心等待。（梁信《从奴隶到将军》上集第六章）,wgbh,322
万全之策,wàn  quán  zhī  cè,策：计策、办法。极其周到的计谋、办法。,《韩非子·饰邪》：“而道法万全，智能多失。夫悬衡而知平，设规而知圆，万全之道也。”,必思一～，方可无虞。（明·冯梦龙《东周列国志》第七十二回）,wqzc,322
置之死地而后生,zhì  zhī  sǐ  dì  ér  hòu  shēng,原指作战把军队布置在无法退却、只有战死的境地，兵士就会奋勇前进，杀敌取胜。后比喻事先断绝退路，就能下决心，取得成功。,《孙子·九地》：“投之亡地而后存，陷之死地然后生。”,,zzss,322
逢凶化吉,féng  xiōng  huà  jí,逢：遭遇；凶：不幸；吉：吉利、吉祥。遇到凶险转化为吉祥、顺利。这是带有迷信的说法。,明·施耐庵《水浒全传》第四十二回：“豪杰交游满天下，逢凶化吉天生成。”,,fxhj,321
巾帼英雄,jīn  guó  yīng  xióng,巾帼：古代妇女配戴的头巾和发饰，后借指妇女。指女子中的英雄。,,新世界，旧乾坤，～叫九阍。（清·湘灵子《轩亭冤·赏花》）,jgyx,321
离心离德,lí  xīn  lí  dé,思想不统一，信念也不一致。指不一条心。,《书·泰誓中》：“受（纣）有亿兆夷人，离心离德。”,黎民～，祸生不测。（明·许仲琳《封神演义》第十七回）,lxld,321
作威作福,zuò  wēi  zuò  fú,原意是只有君王才能独揽权威，行赏行罚。后泛指凭借职位，滥用权力。,《尚书·洪范》：“惟辟作福，惟辟作威，惟辟玉食。臣无有作福作威玉食。”,姜三膘子一辈子是～，花天酒地。（曲波《林海雪原》二）,zwzf,321
成人之美,chéng  rén  zhī  měi,成：成就。成全别人的好事。,《论语·颜渊》：“君子成人之美，不成人之恶。小人反是。”,敝人向来最赞成一切牺牲，也最乐于“～”，况且我们是同志，我当然应该给你想一个完全的办法。（鲁迅《华盖集·牺牲谟》）,crzm,320
